local_date,local_time,altitude,temp,dewpoint,wind_speed_kmh,wind_dir_deg,pressure_hpa,THR_m_s,THS_m_s,PBLH_m,wind_dir
2025-02-20,08:00,1924,2.3,0.6,46,246,807,10,0.0,225,WSW
2025-02-20,08:00,2062,1.6,0.4,45,249,793,10,0.0,225,WSW
2025-02-20,08:00,2208,0.8,0.1,45,252,779,10,0.0,225,WSW
2025-02-20,08:00,2367,0.1,-0.1,46,254,764,10,0.0,225,WSW
2025-02-20,08:00,2534,-0.7,-1.1,47,255,748,10,0.0,225,WSW
2025-02-20,08:00,2703,-1.7,-2.0,47,254,732,10,0.0,225,WSW
2025-02-20,08:00,2887,-2.8,-3.0,47,253,716,10,0.0,225,WSW
2025-02-20,08:00,3085,-3.9,-4.2,47,252,698,10,0.0,225,WSW
2025-02-20,08:00,3304,-5.2,-5.6,47,252,679,10,0.0,225,WSW
2025-02-20,08:00,3570,-6.8,-7.3,48,253,656,10,0.0,225,WSW
2025-02-20,08:00,3909,-9.0,-9.6,49,256,628,10,0.0,225,WSW
2025-02-20,08:00,4330,-11.6,-12.3,52,262,595,10,0.0,225,W
2025-02-20,08:00,4829,-15.2,-15.9,56,264,557,10,0.0,225,W
2025-02-20,08:00,5418,-19.0,-21.9,56,264,515,10,0.0,225,W
2025-02-20,08:00,6058,-23.4,-28.0,51,257,472,10,0.0,225,WSW
2025-02-20,08:00,6695,-28.8,-32.1,53,255,433,10,0.0,225,WSW
2025-02-20,08:00,7298,-33.9,-37.4,55,255,397,10,0.0,225,WSW
2025-02-20,08:00,7821,-38.3,-42.4,59,260,368,10,0.0,225,W
2025-02-20,09:00,9,7.4,5.4,14,202,1019,10,0.0,243,SSW
2025-02-20,09:00,33,7.3,5.3,33,205,1016,12,0.0,243,SSW
2025-02-20,09:00,76,6.9,5.3,37,206,1011,15,0.0,243,SSW
2025-02-20,09:00,136,6.7,5.3,42,209,1003,18,0.0,243,SSW
2025-02-20,09:00,208,7.5,6.1,49,218,994,18,0.0,243,SW
2025-02-20,09:00,294,8.9,7.5,52,225,984,18,0.0,243,SW
2025-02-20,09:00,393,9.1,8.5,51,231,972,17,0.0,243,SW
2025-02-20,09:00,498,8.9,8.8,50,234,960,15,0.0,243,SW
2025-02-20,09:00,604,8.7,8.7,48,234,948,13,0.0,243,SW
2025-02-20,09:00,716,8.5,8.5,47,233,935,10,0.0,243,SW
2025-02-20,09:00,826,8.3,8.3,47,231,923,10,0.0,243,SW
2025-02-20,09:00,936,8.0,8.0,46,229,911,10,0.0,243,SW
2025-02-20,09:00,1048,7.4,7.4,46,228,898,10,0.0,243,SW
2025-02-20,09:00,1162,7.0,6.5,46,229,886,10,0.0,243,SW
2025-02-20,09:00,1281,6.5,5.3,44,229,874,10,0.0,243,SW
2025-02-20,09:00,1406,6.1,4.0,42,229,860,10,0.0,243,SW
2025-02-20,09:00,1534,5.7,2.9,40,229,847,10,0.0,243,SW
2025-02-20,09:00,1658,5.0,2.1,39,229,834,10,0.0,243,SW
2025-02-20,09:00,1789,4.2,1.4,38,230,821,10,0.0,243,SW
2025-02-20,09:00,1926,3.3,1.0,36,232,807,10,0.0,243,SW
2025-02-20,09:00,2065,2.2,0.9,37,242,793,10,0.0,243,WSW
2025-02-20,09:00,2212,0.9,0.9,41,257,779,10,0.0,243,WSW
2025-02-20,09:00,2370,-0.1,-0.1,45,264,764,10,0.0,243,W
2025-02-20,09:00,2537,-1.1,-1.1,48,265,748,10,0.0,243,W
2025-02-20,09:00,2706,-2.0,-2.0,50,264,732,10,0.0,243,W
2025-02-20,09:00,2890,-2.9,-3.1,51,260,716,10,0.0,243,W
2025-02-20,09:00,3088,-3.9,-4.6,53,257,698,10,0.0,243,WSW
2025-02-20,09:00,3307,-5.3,-6.3,52,257,679,10,0.0,243,WSW
2025-02-20,09:00,3573,-7.1,-7.7,50,260,656,10,0.0,243,W
2025-02-20,09:00,3912,-9.3,-9.6,50,259,628,10,0.0,243,W
2025-02-20,09:00,4332,-11.8,-12.5,49,259,595,10,0.0,243,W
2025-02-20,09:00,4831,-15.0,-16.3,49,261,557,10,0.0,243,W
2025-02-20,09:00,5421,-18.9,-21.6,51,259,515,10,0.0,243,W
2025-02-20,09:00,6062,-23.5,-27.7,51,257,472,10,0.0,243,WSW
2025-02-20,09:00,6699,-28.6,-33.3,50,260,433,10,0.0,243,W
2025-02-20,09:00,7302,-33.6,-37.0,57,265,397,10,0.0,243,W
2025-02-20,09:00,7826,-38.2,-41.7,65,266,368,10,0.0,243,W
2025-02-20,10:00,9,8.3,7.2,14,199,1019,10,0.09,305,SSW
2025-02-20,10:00,33,8.1,7.2,31,202,1016,14,0.12,305,SSW
2025-02-20,10:00,77,7.7,7.1,36,203,1011,18,0.14,305,SSW
2025-02-20,10:00,136,7.4,7.1,40,206,1003,21,0.12,305,SSW
2025-02-20,10:00,209,8.0,7.4,49,217,995,23,0.07,305,SW
2025-02-20,10:00,295,8.8,7.3,52,223,984,0,0.0,305,SW
2025-02-20,10:00,394,8.8,7.3,53,229,973,0,0.0,305,SW
2025-02-20,10:00,499,8.8,7.9,50,235,960,0,0.0,305,SW
2025-02-20,10:00,605,9.0,8.7,45,238,948,0,0.0,305,WSW
2025-02-20,10:00,717,9.0,9.0,45,241,935,0,0.0,305,WSW
2025-02-20,10:00,827,8.9,8.9,44,243,923,0,0.0,305,WSW
2025-02-20,10:00,938,8.8,8.1,44,245,911,0,0.0,305,WSW
2025-02-20,10:00,1050,8.4,7.2,42,244,899,0,0.0,305,WSW
2025-02-20,10:00,1164,7.9,6.4,40,244,886,0,0.0,305,WSW
2025-02-20,10:00,1283,7.1,5.4,41,244,874,0,0.0,305,WSW
2025-02-20,10:00,1409,6.2,4.6,43,243,860,0,0.0,305,WSW
2025-02-20,10:00,1536,5.4,3.9,49,243,847,0,0.0,305,WSW
2025-02-20,10:00,1660,4.9,3.2,53,244,834,0,0.0,305,WSW
2025-02-20,10:00,1791,4.2,2.2,55,245,821,0,0.0,305,WSW
2025-02-20,10:00,1929,3.3,1.7,55,249,807,0,0.0,305,WSW
2025-02-20,10:00,2068,2.5,1.6,54,254,794,0,0.0,305,WSW
2025-02-20,10:00,2215,1.7,1.0,50,258,779,0,0.0,305,WSW
2025-02-20,10:00,2374,0.4,0.1,48,261,764,0,0.0,305,W
2025-02-20,10:00,2541,-0.6,-1.1,53,264,748,0,0.0,305,W
2025-02-20,10:00,2710,-1.6,-2.5,55,268,732,0,0.0,305,W
2025-02-20,10:00,2894,-2.7,-3.8,52,271,716,0,0.0,305,W
2025-02-20,10:00,3092,-3.8,-5.3,48,272,698,0,0.0,305,W
2025-02-20,10:00,3312,-5.2,-7.0,46,273,679,0,0.0,305,W
2025-02-20,10:00,3577,-6.9,-8.6,45,273,656,0,0.0,305,W
2025-02-20,10:00,3917,-9.1,-10.5,45,271,628,0,0.0,305,W
2025-02-20,10:00,4337,-11.5,-13.1,43,264,595,0,0.0,305,W
2025-02-20,10:00,4837,-14.7,-17.8,44,263,557,0,0.0,305,W
2025-02-20,10:00,5426,-19.0,-22.5,45,260,515,0,0.0,305,W
2025-02-20,10:00,6067,-23.8,-26.8,47,253,472,0,0.0,305,WSW
2025-02-20,10:00,6703,-28.8,-31.5,51,247,433,0,0.0,305,WSW
2025-02-20,10:00,7306,-33.7,-36.6,58,257,397,0,0.0,305,WSW
2025-02-20,10:00,7830,-38.2,-41.3,65,264,368,0,0.0,305,W
2025-02-20,11:00,9,9.2,7.0,14,194,1020,10,0.14,374,SSW
2025-02-20,11:00,33,8.9,6.9,27,198,1017,16,0.2,374,SSW
2025-02-20,11:00,77,8.6,6.8,32,200,1011,21,0.23,374,SSW
2025-02-20,11:00,137,8.1,6.6,37,204,1004,25,0.21,374,SSW
2025-02-20,11:00,209,8.0,6.3,43,211,995,27,0.16,374,SSW
2025-02-20,11:00,295,8.4,6.6,48,221,985,28,0.06,374,SW
2025-02-20,11:00,394,9.0,7.8,54,235,973,0,0.0,374,SW
2025-02-20,11:00,499,9.0,8.6,54,241,961,0,0.0,374,WSW
2025-02-20,11:00,606,9.2,9.2,51,245,949,0,0.0,374,WSW
2025-02-20,11:00,718,9.4,9.4,45,243,936,0,0.0,374,WSW
2025-02-20,11:00,828,9.2,9.2,45,239,924,0,0.0,374,WSW
2025-02-20,11:00,938,8.7,8.7,47,238,911,0,0.0,374,WSW
2025-02-20,11:00,1051,8.3,8.2,49,239,899,0,0.0,374,WSW
2025-02-20,11:00,1165,7.8,7.6,49,240,887,0,0.0,374,WSW
2025-02-20,11:00,1285,7.3,6.9,48,241,874,0,0.0,374,WSW
2025-02-20,11:00,1411,6.6,6.1,49,241,861,0,0.0,374,WSW
2025-02-20,11:00,1538,5.8,5.3,49,239,847,0,0.0,374,WSW
2025-02-20,11:00,1663,5.1,4.5,52,238,835,0,0.0,374,WSW
2025-02-20,11:00,1794,4.2,3.4,55,239,821,0,0.0,374,WSW
2025-02-20,11:00,1932,3.3,2.6,56,241,808,0,0.0,374,WSW
2025-02-20,11:00,2071,2.5,2.1,55,245,794,0,0.0,374,WSW
2025-02-20,11:00,2218,1.6,1.4,54,247,780,0,0.0,374,WSW
2025-02-20,11:00,2377,0.8,0.2,53,249,764,0,0.0,374,WSW
2025-02-20,11:00,2544,0.0,-1.4,51,253,748,0,0.0,374,WSW
2025-02-20,11:00,2714,-1.0,-3.0,49,259,733,0,0.0,374,WSW
2025-02-20,11:00,2898,-2.4,-3.9,48,262,716,0,0.0,374,W
2025-02-20,11:00,3097,-3.8,-5.0,48,263,698,0,0.0,374,W
2025-02-20,11:00,3317,-4.9,-7.4,46,266,679,0,0.0,374,W
2025-02-20,11:00,3582,-6.4,-10.1,42,270,656,0,0.0,374,W
2025-02-20,11:00,3922,-8.7,-12.7,41,270,628,0,0.0,374,W
2025-02-20,11:00,4343,-11.5,-15.9,42,267,595,0,0.0,374,W
2025-02-20,11:00,4843,-14.9,-18.7,43,257,557,0,0.0,374,WSW
2025-02-20,11:00,5432,-19.0,-22.5,47,249,515,0,0.0,374,WSW
2025-02-20,11:00,6074,-23.6,-26.8,50,252,472,0,0.0,374,WSW
2025-02-20,11:00,6711,-28.5,-32.4,56,259,433,0,0.0,374,W
2025-02-20,11:00,7315,-33.3,-37.7,63,269,397,0,0.0,374,W
2025-02-20,11:00,7840,-37.9,-41.6,65,277,368,0,0.0,374,W
2025-02-20,12:00,9,10.3,7.1,14,187,1019,11,0.0,383,S
2025-02-20,12:00,33,10.1,7.1,28,192,1016,17,0.0,383,SSW
2025-02-20,12:00,77,9.7,7.0,33,193,1010,22,0.0,383,SSW
2025-02-20,12:00,137,9.2,6.8,36,197,1003,25,0.0,383,SSW
2025-02-20,12:00,210,8.9,6.8,41,203,994,28,0.0,383,SSW
2025-02-20,12:00,296,9.0,7.4,45,213,984,29,0.0,383,SSW
2025-02-20,12:00,396,9.5,8.6,50,224,972,29,0.0,383,SW
2025-02-20,12:00,501,10.1,9.7,52,232,960,29,0.0,383,SW
2025-02-20,12:00,608,10.0,10.0,52,235,948,27,0.0,383,SW
2025-02-20,12:00,720,9.7,9.7,50,235,935,26,0.0,383,SW
2025-02-20,12:00,830,9.2,9.2,48,232,923,23,0.0,383,SW
2025-02-20,12:00,941,8.5,8.5,49,231,911,20,0.0,383,SW
2025-02-20,12:00,1053,7.9,7.9,51,232,898,17,0.0,383,SW
2025-02-20,12:00,1167,7.7,7.2,53,234,886,14,0.0,383,SW
2025-02-20,12:00,1286,7.3,6.3,54,235,873,10,0.0,383,SW
2025-02-20,12:00,1412,6.8,5.4,55,236,860,10,0.0,383,WSW
2025-02-20,12:00,1540,6.1,5.0,55,238,847,10,0.0,383,WSW
2025-02-20,12:00,1665,5.3,4.6,55,239,834,10,0.0,383,WSW
2025-02-20,12:00,1796,4.5,3.8,56,240,821,10,0.0,383,WSW
2025-02-20,12:00,1934,3.6,2.6,56,240,807,10,0.0,383,WSW
2025-02-20,12:00,2073,2.9,1.5,57,242,793,10,0.0,383,WSW
2025-02-20,12:00,2220,2.3,0.3,57,245,779,10,0.0,383,WSW
2025-02-20,12:00,2380,1.6,-1.1,55,247,764,10,0.0,383,WSW
2025-02-20,12:00,2547,0.8,-2.7,51,250,748,10,0.0,383,WSW
2025-02-20,12:00,2718,-0.3,-4.4,47,254,732,10,0.0,383,WSW
2025-02-20,12:00,2902,-1.7,-5.6,44,256,716,10,0.0,383,WSW
2025-02-20,12:00,3100,-3.5,-5.9,41,258,698,10,0.0,383,WSW
2025-02-20,12:00,3320,-5.3,-6.2,39,256,679,10,0.0,383,WSW
2025-02-20,12:00,3585,-6.9,-8.6,42,255,656,10,0.0,383,WSW
2025-02-20,12:00,3925,-8.8,-12.6,46,254,628,10,0.0,383,WSW
2025-02-20,12:00,4345,-11.2,-16.9,48,254,595,10,0.0,383,WSW
2025-02-20,12:00,4845,-14.5,-20.6,47,254,557,10,0.0,383,WSW
2025-02-20,12:00,5435,-18.7,-24.3,49,253,515,10,0.0,383,WSW
2025-02-20,12:00,6076,-23.4,-28.4,52,254,472,10,0.0,383,WSW
2025-02-20,12:00,6713,-28.3,-32.6,55,263,433,10,0.0,383,W
2025-02-20,12:00,7317,-33.2,-38.1,59,272,397,10,0.0,383,W
2025-02-20,12:00,7842,-37.7,-42.3,68,278,368,10,0.0,383,W
2025-02-20,13:00,9,10.8,8.1,12,185,1019,11,0.0,416,S
2025-02-20,13:00,33,10.9,8.1,28,190,1016,18,0.0,416,S
2025-02-20,13:00,77,10.7,8.0,32,191,1011,23,0.0,416,S
2025-02-20,13:00,138,10.2,7.9,36,193,1003,27,0.0,416,SSW
2025-02-20,13:00,211,9.8,7.8,40,198,994,29,0.0,416,SSW
2025-02-20,13:00,297,9.3,8.0,44,206,984,31,0.0,416,SSW
2025-02-20,13:00,396,8.5,8.2,49,214,972,32,0.0,416,SW
2025-02-20,13:00,501,8.3,8.3,54,221,960,32,0.0,416,SW
2025-02-20,13:00,607,8.8,8.8,57,228,948,31,0.0,416,SW
2025-02-20,13:00,720,9.1,9.1,59,233,935,29,0.0,416,SW
2025-02-20,13:00,829,9.1,9.1,58,233,923,27,0.0,416,SW
2025-02-20,13:00,940,8.8,8.8,57,230,911,24,0.0,416,SW
2025-02-20,13:00,1052,8.3,8.3,59,230,898,21,0.0,416,SW
2025-02-20,13:00,1166,7.9,7.9,61,232,886,18,0.0,416,SW
2025-02-20,13:00,1286,7.3,7.3,61,233,873,14,0.0,416,SW
2025-02-20,13:00,1412,6.8,6.7,59,233,860,10,0.0,416,SW
2025-02-20,13:00,1540,6.2,5.8,58,234,847,10,0.0,416,SW
2025-02-20,13:00,1665,5.4,4.9,59,234,834,10,0.0,416,SW
2025-02-20,13:00,1796,4.6,3.9,59,237,821,10,0.0,416,WSW
2025-02-20,13:00,1934,3.8,2.9,58,238,807,10,0.0,416,WSW
2025-02-20,13:00,2074,3.0,2.1,57,239,793,10,0.0,416,WSW
2025-02-20,13:00,2221,2.1,1.2,56,240,779,10,0.0,416,WSW
2025-02-20,13:00,2380,1.1,0.0,53,241,764,10,0.0,416,WSW
2025-02-20,13:00,2548,0.2,-2.0,49,243,748,10,0.0,416,WSW
2025-02-20,13:00,2718,-0.8,-4.2,48,244,732,10,0.0,416,WSW
2025-02-20,13:00,2902,-2.0,-6.2,47,244,716,10,0.0,416,WSW
2025-02-20,13:00,3100,-3.5,-7.8,45,244,698,10,0.0,416,WSW
2025-02-20,13:00,3320,-5.0,-9.6,43,245,679,10,0.0,416,WSW
2025-02-20,13:00,3585,-6.8,-12.1,41,245,656,10,0.0,416,WSW
2025-02-20,13:00,3924,-9.1,-16.4,43,247,628,10,0.0,416,WSW
2025-02-20,13:00,4344,-11.7,-20.9,48,249,595,10,0.0,416,WSW
2025-02-20,13:00,4843,-14.8,-22.6,53,249,557,10,0.0,416,WSW
2025-02-20,13:00,5432,-18.7,-23.7,57,250,515,10,0.0,416,WSW
2025-02-20,13:00,6074,-23.2,-27.2,58,254,472,10,0.0,416,WSW
2025-02-20,13:00,6712,-28.0,-32.9,56,260,433,10,0.0,416,W
2025-02-20,13:00,7316,-33.1,-38.2,58,267,397,10,0.0,416,W
2025-02-20,13:00,7842,-37.7,-41.1,68,270,368,10,0.0,416,W
2025-02-20,14:00,9,11.9,9.4,13,193,1018,12,0.0,431,SSW
2025-02-20,14:00,33,11.9,9.5,32,199,1016,18,0.0,431,SSW
2025-02-20,14:00,78,11.5,9.5,36,200,1010,24,0.0,431,SSW
2025-02-20,14:00,138,11.0,9.5,40,203,1003,28,0.0,431,SSW
2025-02-20,14:00,212,10.3,9.5,44,207,994,30,0.0,431,SSW
2025-02-20,14:00,298,9.7,9.5,47,212,984,32,0.0,431,SSW
2025-02-20,14:00,398,9.3,9.3,51,218,972,33,0.0,431,SW
2025-02-20,14:00,503,9.1,9.1,55,226,960,33,0.0,431,SW
2025-02-20,14:00,609,9.1,9.1,58,231,948,32,0.0,431,SW
2025-02-20,14:00,722,9.1,9.1,57,232,935,30,0.0,431,SW
2025-02-20,14:00,831,8.9,8.9,55,233,923,28,0.0,431,SW
2025-02-20,14:00,942,8.5,8.5,54,236,910,26,0.0,431,SW
2025-02-20,14:00,1054,8.2,8.2,54,241,898,23,0.0,431,WSW
2025-02-20,14:00,1168,7.7,7.7,56,243,886,20,0.0,431,WSW
2025-02-20,14:00,1288,7.2,7.2,59,244,873,16,0.0,431,WSW
2025-02-20,14:00,1414,6.6,6.6,61,243,860,12,0.0,431,WSW
2025-02-20,14:00,1542,5.7,5.7,63,240,846,10,0.0,431,WSW
2025-02-20,14:00,1666,5.3,4.1,62,240,834,10,0.0,431,WSW
2025-02-20,14:00,1797,5.1,2.3,59,242,820,10,0.0,431,WSW
2025-02-20,14:00,1935,4.6,0.8,54,246,807,10,0.0,431,WSW
2025-02-20,14:00,2075,3.7,0.0,53,248,793,10,0.0,431,WSW
2025-02-20,14:00,2222,2.7,-0.6,56,248,779,10,0.0,431,WSW
2025-02-20,14:00,2382,1.4,-1.2,59,246,764,10,0.0,431,WSW
2025-02-20,14:00,2549,0.1,-1.9,58,247,748,10,0.0,431,WSW
2025-02-20,14:00,2719,-0.7,-4.1,50,248,732,10,0.0,431,WSW
2025-02-20,14:00,2903,-1.3,-7.2,43,243,715,10,0.0,431,WSW
2025-02-20,14:00,3102,-2.5,-8.9,41,239,698,10,0.0,431,WSW
2025-02-20,14:00,3322,-4.3,-10.6,39,241,678,10,0.0,431,WSW
2025-02-20,14:00,3588,-6.2,-13.5,42,243,656,10,0.0,431,WSW
2025-02-20,14:00,3928,-8.6,-16.7,47,243,628,10,0.0,431,WSW
2025-02-20,14:00,4348,-11.7,-20.7,54,246,595,10,0.0,431,WSW
2025-02-20,14:00,4846,-15.2,-20.1,62,249,557,10,0.0,431,WSW
2025-02-20,14:00,5435,-18.7,-22.5,65,247,515,10,0.0,431,WSW
2025-02-20,14:00,6077,-23.0,-28.0,62,247,472,10,0.0,431,WSW
2025-02-20,14:00,6715,-27.9,-33.8,57,253,433,10,0.0,431,WSW
2025-02-20,14:00,7320,-32.7,-38.1,64,263,397,10,0.0,431,W
2025-02-20,14:00,7847,-36.7,-44.7,72,267,368,10,0.0,431,W
2025-02-20,15:00,9,11.6,10.6,12,196,1019,11,0.0,398,SSW
2025-02-20,15:00,33,11.7,10.5,30,199,1016,17,0.0,398,SSW
2025-02-20,15:00,78,11.4,10.5,34,200,1010,22,0.0,398,SSW
2025-02-20,15:00,138,11.0,10.3,39,203,1003,26,0.0,398,SSW
2025-02-20,15:00,212,10.7,10.2,44,209,994,28,0.0,398,SSW
2025-02-20,15:00,298,10.4,10.0,48,216,984,30,0.0,398,SW
2025-02-20,15:00,398,10.1,9.8,53,223,972,30,0.0,398,SW
2025-02-20,15:00,504,9.7,9.6,60,230,960,30,0.0,398,SW
2025-02-20,15:00,610,9.3,9.3,63,235,948,29,0.0,398,SW
2025-02-20,15:00,723,9.2,9.2,63,241,935,27,0.0,398,WSW
2025-02-20,15:00,832,9.0,9.0,63,246,923,25,0.0,398,WSW
2025-02-20,15:00,943,8.7,8.7,63,248,911,22,0.0,398,WSW
2025-02-20,15:00,1056,8.3,8.3,62,249,898,19,0.0,398,WSW
2025-02-20,15:00,1170,7.9,7.9,60,247,886,15,0.0,398,WSW
2025-02-20,15:00,1289,7.3,7.3,58,244,873,11,0.0,398,WSW
2025-02-20,15:00,1416,6.6,6.6,58,240,860,10,0.0,398,WSW
2025-02-20,15:00,1543,5.9,5.9,58,236,847,10,0.0,398,WSW
2025-02-20,15:00,1668,5.1,5.1,59,233,834,10,0.0,398,SW
2025-02-20,15:00,1799,4.5,3.5,60,231,821,10,0.0,398,SW
2025-02-20,15:00,1937,3.8,1.9,60,230,807,10,0.0,398,SW
2025-02-20,15:00,2076,3.0,1.0,60,230,793,10,0.0,398,SW
2025-02-20,15:00,2223,2.1,0.1,61,231,779,10,0.0,398,SW
2025-02-20,15:00,2383,1.3,-0.9,62,233,764,10,0.0,398,SW
2025-02-20,15:00,2550,0.5,-2.1,65,235,748,10,0.0,398,SW
2025-02-20,15:00,2720,-0.5,-3.9,66,234,732,10,0.0,398,SW
2025-02-20,15:00,2904,-1.8,-5.9,65,233,716,10,0.0,398,SW
2025-02-20,15:00,3103,-3.2,-7.6,62,231,698,10,0.0,398,SW
2025-02-20,15:00,3323,-4.6,-9.5,58,231,679,10,0.0,398,SW
2025-02-20,15:00,3588,-6.2,-12.3,52,235,656,10,0.0,398,SW
2025-02-20,15:00,3928,-8.7,-14.9,52,241,628,10,0.0,398,WSW
2025-02-20,15:00,4348,-11.7,-17.7,56,245,595,10,0.0,398,WSW
2025-02-20,15:00,4847,-15.1,-19.8,62,245,557,10,0.0,398,WSW
2025-02-20,15:00,5436,-19.0,-22.0,66,244,515,10,0.0,398,WSW
2025-02-20,15:00,6078,-23.1,-26.1,66,246,472,10,0.0,398,WSW
2025-02-20,15:00,6716,-27.4,-32.4,69,259,433,10,0.0,398,WSW
2025-02-20,15:00,7323,-32.3,-38.5,74,265,397,10,0.0,398,W
2025-02-20,15:00,7850,-36.9,-43.2,76,268,368,10,0.0,398,W
2025-02-20,16:00,9,11.6,11.1,13,183,1019,10,0.0,370,S
2025-02-20,16:00,33,11.7,11.2,31,189,1016,16,0.0,370,S
2025-02-20,16:00,78,11.4,11.1,35,190,1011,21,0.0,370,S
2025-02-20,16:00,139,11.2,11.0,40,193,1003,25,0.0,370,SSW
2025-02-20,16:00,212,11.0,10.7,47,199,995,27,0.0,370,SSW
2025-02-20,16:00,299,10.8,10.4,52,205,984,28,0.0,370,SSW
2025-02-20,16:00,399,10.6,10.2,55,213,973,28,0.0,370,SSW
2025-02-20,16:00,505,10.2,10.0,58,221,960,28,0.0,370,SW
2025-02-20,16:00,612,9.7,9.7,63,228,948,26,0.0,370,SW
2025-02-20,16:00,724,9.2,9.2,68,234,935,24,0.0,370,SW
2025-02-20,16:00,834,9.0,9.0,71,240,923,22,0.0,370,WSW
2025-02-20,16:00,944,8.8,8.8,71,245,911,19,0.0,370,WSW
2025-02-20,16:00,1057,8.5,8.5,67,245,898,15,0.0,370,WSW
2025-02-20,16:00,1171,8.1,8.1,62,244,886,12,0.0,370,WSW
2025-02-20,16:00,1291,7.4,7.4,60,243,874,10,0.0,370,WSW
2025-02-20,16:00,1417,6.6,6.5,60,242,860,10,0.0,370,WSW
2025-02-20,16:00,1545,5.9,5.6,61,241,847,10,0.0,370,WSW
2025-02-20,16:00,1669,5.2,4.6,62,241,834,10,0.0,370,WSW
2025-02-20,16:00,1800,4.5,3.5,64,241,821,10,0.0,370,WSW
2025-02-20,16:00,1938,3.6,2.3,65,240,807,10,0.0,370,WSW
2025-02-20,16:00,2078,2.7,1.1,66,239,793,10,0.0,370,WSW
2025-02-20,16:00,2224,1.7,-0.2,66,238,779,10,0.0,370,WSW
2025-02-20,16:00,2383,0.9,-1.6,65,236,764,10,0.0,370,SW
2025-02-20,16:00,2550,0.1,-2.9,65,234,748,10,0.0,370,SW
2025-02-20,16:00,2720,-0.7,-4.2,65,233,732,10,0.0,370,SW
2025-02-20,16:00,2905,-1.8,-5.6,63,233,716,10,0.0,370,SW
2025-02-20,16:00,3103,-3.0,-7.4,62,234,698,10,0.0,370,SW
2025-02-20,16:00,3323,-4.4,-9.5,62,235,679,10,0.0,370,SW
2025-02-20,16:00,3589,-6.2,-12.3,61,237,656,10,0.0,370,WSW
2025-02-20,16:00,3929,-8.4,-15.9,63,241,628,10,0.0,370,WSW
2025-02-20,16:00,4350,-11.5,-16.9,64,244,595,10,0.0,370,WSW
2025-02-20,16:00,4849,-15.0,-17.4,62,244,557,10,0.0,370,WSW
2025-02-20,16:00,5439,-18.6,-20.8,60,242,515,10,0.0,370,WSW
2025-02-20,16:00,6081,-22.8,-25.9,61,246,472,10,0.0,370,WSW
2025-02-20,16:00,6721,-27.4,-31.8,65,255,433,10,0.0,370,WSW
2025-02-20,16:00,7327,-32.1,-38.6,70,264,397,10,0.0,370,W
2025-02-20,16:00,7855,-36.5,-44.4,73,266,368,10,0.0,370,W
2025-02-20,17:00,9,12.1,11.2,13,191,1019,10,0.0,345,S
2025-02-20,17:00,34,12.6,11.4,33,194,1016,16,0.0,345,SSW
2025-02-20,17:00,78,12.4,11.3,38,196,1010,20,0.0,345,SSW
2025-02-20,17:00,139,12.3,11.3,44,199,1003,23,0.0,345,SSW
2025-02-20,17:00,213,12.3,11.0,51,205,994,25,0.0,345,SSW
2025-02-20,17:00,300,12.1,10.7,55,210,984,26,0.0,345,SSW
2025-02-20,17:00,401,11.5,10.5,57,216,972,26,0.0,345,SW
2025-02-20,17:00,507,10.9,10.3,60,223,960,25,0.0,345,SW
2025-02-20,17:00,614,10.0,9.9,64,229,948,24,0.0,345,SW
2025-02-20,17:00,726,9.3,9.3,68,232,935,21,0.0,345,SW
2025-02-20,17:00,836,8.9,8.9,71,237,923,19,0.0,345,WSW
2025-02-20,17:00,947,8.5,8.5,72,242,911,16,0.0,345,WSW
2025-02-20,17:00,1059,8.1,8.1,70,243,898,12,0.0,345,WSW
2025-02-20,17:00,1173,7.9,7.4,68,243,886,10,0.0,345,WSW
2025-02-20,17:00,1292,7.6,6.4,66,243,873,10,0.0,345,WSW
2025-02-20,17:00,1419,6.8,5.7,66,242,860,10,0.0,345,WSW
2025-02-20,17:00,1546,5.8,5.1,64,239,847,10,0.0,345,WSW
2025-02-20,17:00,1671,4.8,4.4,64,236,834,10,0.0,345,SW
2025-02-20,17:00,1801,4.0,3.3,65,235,821,10,0.0,345,SW
2025-02-20,17:00,1939,3.5,2.0,65,234,807,10,0.0,345,SW
2025-02-20,17:00,2078,2.7,1.0,64,233,793,10,0.0,345,SW
2025-02-20,17:00,2225,1.7,0.3,62,233,779,10,0.0,345,SW
2025-02-20,17:00,2384,0.5,-0.3,62,233,764,10,0.0,345,SW
2025-02-20,17:00,2551,-0.7,-1.0,61,233,748,10,0.0,345,SW
2025-02-20,17:00,2721,-1.7,-1.9,61,234,732,10,0.0,345,SW
2025-02-20,17:00,2904,-2.7,-3.5,62,236,716,10,0.0,345,SW
2025-02-20,17:00,3103,-3.2,-6.7,66,237,698,10,0.0,345,WSW
2025-02-20,17:00,3323,-3.8,-12.5,64,235,679,10,0.0,345,SW
2025-02-20,17:00,3589,-5.6,-15.7,62,235,656,10,0.0,345,SW
2025-02-20,17:00,3929,-8.0,-18.1,63,236,628,10,0.0,345,WSW
2025-02-20,17:00,4350,-11.1,-19.0,64,237,595,10,0.0,345,WSW
2025-02-20,17:00,4850,-14.5,-18.8,65,238,557,10,0.0,345,WSW
2025-02-20,17:00,5441,-18.1,-20.8,66,246,515,10,0.0,345,WSW
2025-02-20,17:00,6084,-22.5,-25.7,67,256,472,10,0.0,345,WSW
